seed,spec,kind,outcome,output,baseline,exception,mutated_input_b64
738213377,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
913762478,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
710368909,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
755507348,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
974410539,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
581788593,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
658467859,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
539885284,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
495076677,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
259106530,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
413571616,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
677634051,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
256741854,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
397606269,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
411331108,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
464682477,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1039808545,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
593778431,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
607735078,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
215878175,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
416864332,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
636184435,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
488516383,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
774986193,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
385347785,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
649114718,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
30383378,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
271834838,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
589079101,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
97744220,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
117093731,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
627358662,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
271183137,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1054153976,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
220305285,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
26339745,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
610614056,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1008022256,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1028030933,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
945899551,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
731660430,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
395917967,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
110330668,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
542193200,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1025915626,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
245000263,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
140323953,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
860512673,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
1056017704,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
159090251,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
115124608,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
325831273,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
320399365,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
652481807,forced-exception,exception,exception,None,3134,"Traceback (most recent call last):
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 146, in run_trials
    injected_input = self.apply_injection(self.baseline_input, spec, rng)
                     ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/home/hafizzuddin/github_repo/security_portfolio/02-simulations/fault_injector.py"", line 127, in apply_injection
    raise RuntimeError(""injected exception"")
RuntimeError: injected exception
",
